stop_id,stop_code,stop_name,stop_lat,stop_lon,location_type,parent_station
112734,BRY,BARRY,167246.7731,310751.6944,1,
112811,BSB,BLEASBY,349878.048,470928.2944,1,
112812,BSC,BESCOT STADIUM,296130.6593,400708.2067,1,
112813,BSD,BEARSTED,156129.8498,579888.0232,1,
112814,BSE,BURY ST EDMUNDS,265184.1139,585251.5419,1,
112817,BSH,BUSHEY,195328.9863,511827.142,1,
112818,BSI,BALMOSSIE,731713.4658,348452.5041,1,
112819,BSJ,BEDFORD ST JOHNS,248999.2567,504992.5533,1,
112820,BSK,BASINGSTOKE,152535.5066,463683.5139,1,
112821,BSL,BEASDALE,785058.3869,170895.8228,1,
112822,BSM,BRANKSOME,91932.433,405765.1834,1,
112823,BSN,BOSTON,344121.0686,532287.912,1,
112824,BSO,BASILDON,188334.1223,570368.3687,1,
112825,BSP,BRONDESBURY PARK,183919.2273,524211.0595,1,
112827,BSR,BROADSTAIRS,168003.635,639120.3607,1,
112828,BSS,BARASSIE,632977.03,232879.5763,1,
112830,BSU,BRUNSTANE,672660.4326,331337.7152,1,
112831,BSV,BUCKSHAW PARKWAY,419811.1466,356562.5032,1,
112832,BSW,BIRMINGHAM SNOW HILL,287289.0015,406939.6535,1,
112834,BSY,BRONDESBURY,184436.7561,524735.388,1,
112911,BTB,BARNETBY,409888.0105,505394.8613,1,
112913,BTD,BOLTON-UPON-DEARNE,402680.5729,445749.1392,1,
112914,BTE,BITTERNE,113364.989,443899.5093,1,
112915,BTF,BOTTESFORD,339277.4534,481057.0796,1,
112916,BTG,BARNT GREEN,273657.052,400607.7382,1,
112917,BTH,BATH SPA,164343.7096,375268.7802,1,
112921,BTL,BATLEY,423819.8362,424980.9499,1,
112923,BTN,BRIGHTON,104905.0758,531038.503,1,
112924,BTO,BETCHWORTH,151288.7679,521017.8152,1,
112925,BTP,BRAINTREE FREEPORT,222086.0179,576909.0818,1,
112927,BTR,BRAINTREE,222727.2661,576096.2965,1,
112928,BTS,BURNTISLAND,685630.7624,323261.2469,1,
112929,BTT,BATTERSBY,507285.9553,458875.2281,1,
112934,BTY,BENTLEY,143052.2593,479206.0007,1,
113011,BUB,BURNLEY BARRACKS,432777.3402,383145.6175,1,
113012,BUC,BUCKENHAM,305646.9908,635108.386,1,
113013,BUD,BURNESIDE,495825.5597,350226.8385,1,
113014,BUE,BURES,233925.1681,590309.4252,1,
113016,BUG,BURGESS HILL,118799.8214,531623.8991,1,
113017,BUH,BROUGH,426552.8651,493907.999,1,
113018,BUI,BURNSIDE,660381.6312,262075.3374,1,
113019,BUJ,BURTON JOYCE,343313.4793,464467.6671,1,
113020,BUK,BUCKNELL,273669.1085,335555.3175,1,
113021,BUL,BUTLERS LANE,299433.3261,411048.4064,1,
113024,BUO,BURSLEDON,109572.3191,448979.5773,1,
113028,BUS,BUSBY,656436.1521,258218.491,1,
113029,BUT,BURTON-ON-TRENT,323206.5443,424197.3367,1,
113030,BUU,BURNHAM-ON-CROUCH,196504.1434,594816.6672,1,
113032,BUW,BURLEY-IN-WHARFEDALE,445785.7607,416312.2401,1,
113033,BUX,BUXTON,373757.2868,405894.0972,1,
113034,BUY,BURLEY PARK,435179.1938,427889.795,1,
113113,BVD,BELVEDERE,179229.5278,549589.6507,1,
113211,BWB,BOW BRICKHILL,234783.5188,489594.4483,1,
113213,BWD,BIRCHWOOD,390792.2234,365191.2429,1,
113216,BWG,BOWLING,673696.3643,244340.4699,1,
113220,BWK,BERWICK-UPON-TWEED,653469.4512,399437.0413,1,
113223,BWN,BLOXWICH NORTH,303061.785,398907.9054,1,
113224,BWO,BRICKET WOOD,202032.5657,513481.4722,1,
113228,BWS,BARROW UPON SOAR,317210.2815,457776.136,1,
113229,BWT,BRIDGWATER,136973.6263,330800.9702,1,
113311,BXB,BROXBOURNE,207221.4473,537432.4788,1,
113313,BXD,BUXTED,123345.8803,549686.4973,1,
113317,BXH,BEXLEYHEATH,176000.791,548264.9092,1,
113332,BXW,BOX HILL & WESTHUMBLE,151862.1483,516731.3332,1,
113334,BXY,BEXLEY,173437.2895,549383.1978,1,
113410,BYA,BERNEY ARMS,305350.0726,646042.3349,1,
113411,BYB,BLYTHE BRIDGE,341165.4751,395602.3906,1,
113412,BYC,BETWS-Y-COED,356568.6681,279523.1134,1,
113413,BYD,BARRY DOCKS,167800.7346,312354.4003,1,
113414,BYE,BYNEA,199142.4614,254972.1908,1,
113415,BYF,BROUGHTY FERRY,730954.5901,346249.2908,1,
113418,BYI,BARRY ISLAND,166700.5112,311474.9497,1,
113420,BYK,BENTLEY (S.YORKS),405576.0816,456371.2057,1,
113421,BYL,BARRY LINKS,733701.1667,354165.8528,1,
113422,BYM,BURNLEY MANCHESTER ROAD,432123.1656,383670.4305,1,
113423,BYN,BRYN,400531.6652,357138.1423,1,
113428,BYS,BRAYSTONES,505994.8901,300090.9712,1,
121010,CAA,COVENTRY ARENA,283341.4309,434433.79,1,
121012,CAC,CALDERCRUIX,667713.6023,281967.3708,1,
121013,CAD,CADOXTON,168872.723,313254.7541,1,
121016,CAG,CARRBRIDGE,822462.569,289878.7478,1,
121020,CAK,CARK,476236.5677,336524.0519,1,
121022,CAM,CAMBERLEY,160442.626,487599.8103,1,
121023,CAN,CARNOUSTIE,734512.0819,356677.2603,1,
121024,CAO,CANNOCK,309823.0994,398586.2431,1,
121027,CAR,CARLISLE,555492.1223,340257.355,1,
121028,CAS,CASTLETON,410699.9795,388334.059,1,
121029,CAT,CATERHAM,155427.2711,534114.1528,1,
121030,CAU,CAUSELAND,59110.0268,224832.313,1,
121034,CAY,CARNTYNE,664559.37,263687.3558,1,
121111,CBB,CARBIS BAY,38751.7547,152898.6972,1,
121112,CBC,COATBRIDGE CENTRAL,665143.7353,272919.1583,1,
121113,CBD,CONON BRIDGE,855018.4571,254105.7889,1,
121114,CBE,CANTERBURY EAST,157275.5532,614635.0396,1,
121116,CBG,CAMBRIDGE,257253.8131,546197.9052,1,
121117,CBH,CAMBRIDGE HEATH,183237.8915,534840.1714,1,
121120,CBK,CRANBROOK,95453.9794,299850.9897,1,
121121,CBL,CAMBUSLANG,660591.2667,263973.7374,1,
121123,CBN,CAMBORNE,39675.7455,164806.6423,1,
121125,CBP,CASTLE BAR PARK,181758.19,515853.3849,1,
121127,CBR,COOKSBRIDGE,113469.1783,540069.6842,1,
121128,CBS,COATBRIDGE SUNNYSIDE,665607.4951,273190.8879,1,
121132,CBW,CANTERBURY WEST,158390.2278,614552.6365,1,
121134,CBY,CHARLBURY,219428.9806,435224.9246,1,
