FromCRS,ToCRS,TravelTime,TSys
OLD,BRX,24.67595628,PuT-Aux
PMR,BRX,34.98430421,PuT-Aux
PNE,BRX,39.92666667,PuT-Aux
PUT,BRX,30.96959064,PuT-Aux
QRP,BRX,35.93809524,PuT-Aux
REC,BRX,38.74871795,PuT-Aux
RMD,BRX,41.36684783,PuT-Aux
RIC,BRX,64.42271062,PuT-Aux
RMF,BRX,53.08987539,PuT-Aux
SVS,BRX,30.04758065,PuT-Aux
SPB,BRX,30.98780864,PuT-Aux
SLV,BRX,37.24594595,PuT-Aux
SOH,BRX,36.53101852,PuT-Aux
SRU,BRX,53.11138211,PuT-Aux
SBU,BRX,42.2537037,PuT-Aux
SMH,BRX,34.83153153,PuT-Aux
SKW,BRX,37.31486486,PuT-Aux
SRA,BRX,36.23728879,PuT-Aux
SFA,BRX,40.68671875,PuT-Aux
SYD,BRX,54.74646182,PuT-Aux
TEO,BRX,47.38703704,PuT-Aux
TOM,BRX,32.95238095,PuT-Aux
TUR,BRX,45.0037037,PuT-Aux
UPM,BRX,67.1314346,PuT-Aux
VXH,BRX,8.480079681,PuT-Aux
WWR,BRX,23.10324074,PuT-Aux
WNP,BRX,48.66157407,PuT-Aux
WFJ,BRX,53.1,PuT-Aux
WMB,BRX,46.97307692,PuT-Aux
WBP,BRX,24.4240113,PuT-Aux
WCY,BRX,52.00281124,PuT-Aux
WEH,BRX,36.51898274,PuT-Aux
WHD,BRX,28.74444444,PuT-Aux
WHL,BRX,36.67927928,PuT-Aux
WIJ,BRX,40.482,PuT-Aux
WIM,BRX,33.20701149,PuT-Aux
WGR,BRX,51.04768519,PuT-Aux
WWA,BRX,53.3735012,PuT-Aux
AMR,BCY,82.76875,PuT-Aux
ANY,BCY,17.88055556,PuT-Aux
BAL,BCY,41.08931159,PuT-Aux
BKG,BCY,40.7518018,PuT-Aux
BAK,BCY,43.77777778,PuT-Aux
BET,BCY,44.93684211,PuT-Aux
BRX,BCY,47.25010225,PuT-Aux
BCV,BCY,48.73,PuT-Aux
BSH,BCY,79.00942029,PuT-Aux
CBH,BCY,50.13914729,PuT-Aux
CPK,BCY,89.22631579,PuT-Aux
CFO,BCY,80.14234234,PuT-Aux
CHN,BCY,67.38333333,PuT-Aux
CLW,BCY,76.64234234,PuT-Aux
CTK,BCY,36.28431373,PuT-Aux
CLJ,BCY,39.34484848,PuT-Aux
CPT,BCY,52.01388889,PuT-Aux
CYP,BCY,16.84259259,PuT-Aux
DMK,BCY,24.88333333,PuT-Aux
EAL,BCY,52.03135965,PuT-Aux
EDR,BCY,54.94,PuT-Aux
EPH,BCY,28.4459707,PuT-Aux
ZFD,BCY,33.37956989,PuT-Aux
FPK,BCY,40.49722222,PuT-Aux
FOH,BCY,9.633333333,PuT-Aux
GFD,BCY,58.68910256,PuT-Aux
GNW,BCY,31.12368421,PuT-Aux
HKC,BCY,43.93010753,PuT-Aux
HRY,BCY,63.71184211,PuT-Aux
HRW,BCY,66.97380952,PuT-Aux
HOH,BCY,53.94703196,PuT-Aux
HTE,BCY,86.22631579,PuT-Aux
HDL,BCY,84.22631579,PuT-Aux
HHY,BCY,35.59726027,PuT-Aux
HPA,BCY,8.933333333,PuT-Aux
IMW,BCY,49.04751773,PuT-Aux
KPA,BCY,59.77164179,PuT-Aux
KTN,BCY,43.16153846,PuT-Aux
KBN,BCY,60.03448276,PuT-Aux
LEW,BCY,29.72962963,PuT-Aux
LHS,BCY,30.21296296,PuT-Aux
BFR,BCY,35.13870968,PuT-Aux
LBG,BCY,21.96527778,PuT-Aux
CST,BCY,33.76161049,PuT-Aux
CHX,BCY,32.01329787,PuT-Aux
EUS,BCY,41.94354528,PuT-Aux
FST,BCY,41.07857143,PuT-Aux
LOF,BCY,50.8780303,PuT-Aux
KGX,BCY,51.94561404,PuT-Aux
LST,BCY,31.60910125,PuT-Aux
MYB,BCY,36.63188406,PuT-Aux
PAD,BCY,38.96683417,PuT-Aux
STP,BCY,41.58421053,PuT-Aux
VIC,BCY,38.0954191,PuT-Aux
WAT,BCY,27.15347222,PuT-Aux
WAE,BCY,25.77222222,PuT-Aux
MOG,BCY,31.4090303,PuT-Aux
NXG,BCY,7.25,PuT-Aux
NWD,BCY,19.95833333,PuT-Aux
OLD,BCY,34.13869048,PuT-Aux
PMR,BCY,21.50833333,PuT-Aux
PNE,BCY,37.25,PuT-Aux
PUT,BCY,53.30263158,PuT-Aux
QRP,BCY,19.50833333,PuT-Aux
REC,BCY,54.26315789,PuT-Aux
RMD,BCY,57.89483568,PuT-Aux
RIC,BCY,71.68493151,PuT-Aux
RMF,BCY,49.6699187,PuT-Aux
SVS,BCY,44.6173516,PuT-Aux
SPB,BCY,42.43286385,PuT-Aux
SLV,BCY,52.94,PuT-Aux
SOH,BCY,57.38630137,PuT-Aux
SRU,BCY,65.69346847,PuT-Aux
SBU,BCY,57.47826087,PuT-Aux
SMH,BCY,51.82017544,PuT-Aux
SKW,BCY,53.44761905,PuT-Aux
SRA,BCY,28.94846743,PuT-Aux
SFA,BCY,36.1783105,PuT-Aux
SYD,BCY,12.26111111,PuT-Aux
TEO,BCY,62.6115942,PuT-Aux
TOM,BCY,47.60740741,PuT-Aux
TUR,BCY,60.22826087,PuT-Aux
UPM,BCY,56.24933333,PuT-Aux
VXH,BCY,43.10180467,PuT-Aux
WWR,BCY,30.69444444,PuT-Aux
WNP,BCY,53.4172043,PuT-Aux
WFJ,BCY,74.11054852,PuT-Aux
WMB,BCY,59.40789474,PuT-Aux
WBP,BCY,47.82491909,PuT-Aux
WCY,BCY,25.80555556,PuT-Aux
WEH,BCY,26.18541667,PuT-Aux
WHD,BCY,38.25694444,PuT-Aux
WHL,BCY,52.37333333,PuT-Aux
WIJ,BCY,58.23969298,PuT-Aux
WIM,BCY,51.69007092,PuT-Aux
WGR,BCY,51.28415301,PuT-Aux
WWA,BCY,42.61796875,PuT-Aux
AMR,BCV,82.50185185,PuT-Aux
ANY,BCV,60.37843137,PuT-Aux
BAL,BCV,48.03313253,PuT-Aux
BKG,BCV,46.99365079,PuT-Aux
BAK,BCV,45.725,PuT-Aux
BET,BCV,20.41666667,PuT-Aux
BRX,BCV,32.80225225,PuT-Aux
BCY,BCV,47.73,PuT-Aux
BSH,BCV,53.02142857,PuT-Aux
CBH,BCV,18.65,PuT-Aux
CPK,BCV,68.334375,PuT-Aux
CFO,BCV,77.50185185,PuT-Aux
CHN,BCV,23.4,PuT-Aux
CLW,BCV,73.88717949,PuT-Aux
CTK,BCV,30.46737589,PuT-Aux
CLJ,BCV,49.69455128,PuT-Aux
CPT,BCV,26.6,PuT-Aux
CYP,BCV,64.02435897,PuT-Aux
DMK,BCV,54.2525641,PuT-Aux
EAL,BCV,54.95662393,PuT-Aux
EDR,BCV,10.51666667,PuT-Aux
EPH,BCV,40.0463964,PuT-Aux
ZFD,BCV,29.97362869,PuT-Aux
FPK,BCV,11.7527027,PuT-Aux
FOH,BCV,52.13039216,PuT-Aux
GFD,BCV,61.87,PuT-Aux
GNW,BCV,56.06632653,PuT-Aux
HKC,BCV,15.55,PuT-Aux
HRY,BCV,23.61666667,PuT-Aux
HRW,BCV,45.7875,PuT-Aux
HOH,BCV,58.88023256,PuT-Aux
HTE,BCV,65.51151203,PuT-Aux
HDL,BCV,63.55967742,PuT-Aux
HHY,BCV,14.43423423,PuT-Aux
HPA,BCV,51.43,PuT-Aux
IMW,BCV,73.10208333,PuT-Aux
KPA,BCV,67.09090909,PuT-Aux
KTN,BCV,26.371875,PuT-Aux
KBN,BCV,42.54573643,PuT-Aux
LEW,BCV,61.7126462,PuT-Aux
LHS,BCV,41.07468354,PuT-Aux
BFR,BCV,42.18075117,PuT-Aux
LBG,BCV,36.8120614,PuT-Aux
CST,BCV,40.45119048,PuT-Aux
CHX,BCV,29.31118721,PuT-Aux
EUS,BCV,21.66622807,PuT-Aux
FST,BCV,60.6215847,PuT-Aux
LOF,BCV,16.88333333,PuT-Aux
KGX,BCV,26.98333333,PuT-Aux
LST,BCV,29.11947566,PuT-Aux
MYB,BCV,30.45333333,PuT-Aux
PAD,BCV,42.20308642,PuT-Aux
STP,BCV,25.91666667,PuT-Aux
VIC,BCV,25.72072072,PuT-Aux
WAT,BCV,30.79358974,PuT-Aux
WAE,BCV,53.2045977,PuT-Aux
MOG,BCV,30.90681818,PuT-Aux
NXG,BCV,45.24666667,PuT-Aux
NWD,BCV,59.11997245,PuT-Aux
OLD,BCV,32.93666667,PuT-Aux
PMR,BCV,59.52804878,PuT-Aux
PNE,BCV,54.73095238,PuT-Aux
PUT,BCV,56.51666667,PuT-Aux
QRP,BCV,57.93301887,PuT-Aux
REC,BCV,12.51666667,PuT-Aux
RMD,BCV,64.01666667,PuT-Aux
RIC,BCV,69.05748299,PuT-Aux
RMF,BCV,53.42272727,PuT-Aux
SVS,BCV,6.983333333,PuT-Aux
SPB,BCV,45.60635965,PuT-Aux
SLV,BCV,8.516666667,PuT-Aux
SOH,BCV,40.19573643,PuT-Aux
SRU,BCV,69.4739726,PuT-Aux
SBU,BCV,13.51666667,PuT-Aux
SMH,BCV,8.766666667,PuT-Aux
SKW,BCV,11.25,PuT-Aux
SRA,BCV,33.62121212,PuT-Aux
SFA,BCV,40.49298246,PuT-Aux
SYD,BCV,54.78627451,PuT-Aux
TEO,BCV,18.65,PuT-Aux
TOM,BCV,12.91711712,PuT-Aux
TUR,BCV,16.26666667,PuT-Aux
UPM,BCV,66.25,PuT-Aux
VXH,BCV,28.0027027,PuT-Aux
WWR,BCV,64.36975945,PuT-Aux
WNP,BCV,39.77432432,PuT-Aux
WFJ,BCV,54.53333333,PuT-Aux
WMB,BCV,52.99393939,PuT-Aux
WBP,BCV,40.71190476,PuT-Aux
WCY,BCV,65.76666667,PuT-Aux
WEH,BCV,48.6675,PuT-Aux
WHD,BCV,36.74705882,PuT-Aux
WHL,BCV,7.95,PuT-Aux
WIJ,BCV,49.7,PuT-Aux
WIM,BCV,53.312249,PuT-Aux
WGR,BCV,42.1472973,PuT-Aux
WWA,BCV,59.22711443,PuT-Aux
AMR,BSH,69.76960784,PuT-Aux
ANY,BSH,92.90555556,PuT-Aux
BAL,BSH,62.24965986,PuT-Aux
BKG,BSH,74.92301587,PuT-Aux
BAK,BSH,61.28035714,PuT-Aux
BET,BSH,63.39807692,PuT-Aux
BRX,BSH,55.73547009,PuT-Aux
BCY,BSH,73.64242424,PuT-Aux
BCV,BSH,61.27653061,PuT-Aux
CBH,BSH,72.7,PuT-Aux
CPK,BSH,9.2,PuT-Aux
CFO,BSH,65.99166667,PuT-Aux
CHN,BSH,79.24047619,PuT-Aux
CLW,BSH,62.49166667,PuT-Aux
CTK,BSH,51.71794872,PuT-Aux
CLJ,BSH,58.48201754,PuT-Aux
CPT,BSH,71.28914729,PuT-Aux
CYP,BSH,81.37213115,PuT-Aux
DMK,BSH,75.71212121,PuT-Aux
EAL,BSH,62.14918699,PuT-Aux
EDR,BSH,68.02407407,PuT-Aux
EPH,BSH,54.61520468,PuT-Aux
ZFD,BSH,48.53958333,PuT-Aux
FPK,BSH,47.03965517,PuT-Aux
FOH,BSH,78.36904762,PuT-Aux
GFD,BSH,71.03333333,PuT-Aux
GNW,BSH,76.3,PuT-Aux
HKC,BSH,64.56754386,PuT-Aux
HRY,BSH,68.56190476,PuT-Aux
HRW,BSH,14.95,PuT-Aux
HOH,BSH,39.35128205,PuT-Aux
HTE,BSH,12.2,PuT-Aux
HDL,BSH,14.25555556,PuT-Aux
HHY,BSH,47.55104167,PuT-Aux
HPA,BSH,77.34242424,PuT-Aux
IMW,BSH,52.13245614,PuT-Aux
KPA,BSH,46.25540541,PuT-Aux
KTN,BSH,47.4,PuT-Aux
KBN,BSH,38.19074074,PuT-Aux
LEW,BSH,73.10160819,PuT-Aux
LHS,BSH,60.35909091,PuT-Aux
BFR,BSH,57.71734694,PuT-Aux
LBG,BSH,53.98125,PuT-Aux
CST,BSH,60.44311594,PuT-Aux
CHX,BSH,48.68148148,PuT-Aux
EUS,BSH,49.61666667,PuT-Aux
FST,BSH,76.99361702,PuT-Aux
LOF,BSH,70.99649123,PuT-Aux
KGX,BSH,63.55602837,PuT-Aux
LST,BSH,53.83206215,PuT-Aux
MYB,BSH,50.25897436,PuT-Aux
PAD,BSH,48.16052632,PuT-Aux
STP,BSH,59.52857143,PuT-Aux
VIC,BSH,48.4510101,PuT-Aux
WAT,BSH,52.3975,PuT-Aux
WAE,BSH,65.675,PuT-Aux
MOG,BSH,53.70367965,PuT-Aux
NXG,BSH,70.90454545,PuT-Aux
NWD,BSH,79.73603604,PuT-Aux
OLD,BSH,49.17083333,PuT-Aux
PMR,BSH,70.87619048,PuT-Aux
PNE,BSH,79.1296875,PuT-Aux
PUT,BSH,69.50813953,PuT-Aux
QRP,BSH,72.37414966,PuT-Aux
REC,BSH,71.96470588,PuT-Aux
RMD,BSH,59.37222222,PuT-Aux
RIC,BSH,58.06734694,PuT-Aux
RMF,BSH,79.98639456,PuT-Aux
SVS,BSH,51.35539216,PuT-Aux
SPB,BSH,57.63252033,PuT-Aux
SLV,BSH,66.02407407,PuT-Aux
SOH,BSH,38.58148148,PuT-Aux
SRU,BSH,79.12113821,PuT-Aux
SBU,BSH,79.62222222,PuT-Aux
SMH,BSH,66.28653846,PuT-Aux
SKW,BSH,70.35136612,PuT-Aux
SRA,BSH,70.47321429,PuT-Aux
SFA,BSH,76.78383085,PuT-Aux
SYD,BSH,83.14117647,PuT-Aux
TEO,BSH,83.75757576,PuT-Aux
TOM,BSH,54.35833333,PuT-Aux
TUR,BSH,82.0872549,PuT-Aux
UPM,BSH,88.01666667,PuT-Aux
VXH,BSH,50.80686275,PuT-Aux
WWR,BSH,70.97702703,PuT-Aux
WNP,BSH,70.45686275,PuT-Aux
WFJ,BSH,11.1962963,PuT-Aux
WMB,BSH,25.05,PuT-Aux
WBP,BSH,49.46666667,PuT-Aux
WCY,BSH,84.31363636,PuT-Aux
WEH,BSH,68.16836735,PuT-Aux
WHD,BSH,53.03116883,PuT-Aux
WHL,BSH,65.45740741,PuT-Aux
WIJ,BSH,33.36538462,PuT-Aux
WIM,BSH,68.21960784,PuT-Aux
WGR,BSH,72.50392157,PuT-Aux
WWA,BSH,83.99864341,PuT-Aux
AMR,CBH,90.27575758,PuT-Aux
ANY,CBH,60.65487805,PuT-Aux
BAL,CBH,47.34954955,PuT-Aux
BKG,CBH,45.0909396,PuT-Aux
BAK,CBH,55.60867769,PuT-Aux
BET,CBH,5.8,PuT-Aux
BRX,CBH,41.81551724,PuT-Aux
BCY,CBH,41.40964912,PuT-Aux
BCV,CBH,18.67777778,PuT-Aux
BSH,CBH,72.67948718,PuT-Aux
CPK,CBH,75.6195122,PuT-Aux
CFO,CBH,87.82612613,PuT-Aux
CHN,CBH,37.91491228,PuT-Aux
CLW,CBH,84.32612613,PuT-Aux
CTK,CBH,28.76410256,PuT-Aux
CLJ,CBH,65.94791667,PuT-Aux
CPT,CBH,14.35833333,PuT-Aux
CYP,CBH,53.34736842,PuT-Aux
DMK,CBH,54.40776256,PuT-Aux
EAL,CBH,45.84393939,PuT-Aux
EDR,CBH,24.91388889,PuT-Aux
EPH,CBH,30.74009009,PuT-Aux
ZFD,CBH,22.06891892,PuT-Aux
FPK,CBH,23.68589744,PuT-Aux
FOH,CBH,45.94358974,PuT-Aux
GFD,CBH,61.52640449,PuT-Aux
GNW,CBH,49.3005291,PuT-Aux
HKC,CBH,9.491666667,PuT-Aux
HRY,CBH,35.54411765,PuT-Aux
HRW,CBH,62.14253731,PuT-Aux
HOH,CBH,56.09333333,PuT-Aux
HTE,CBH,72.76585366,PuT-Aux
HDL,CBH,70.825,PuT-Aux
HHY,CBH,21.70891473,PuT-Aux
HPA,CBH,45.10964912,PuT-Aux
IMW,CBH,69.88030303,PuT-Aux
KPA,CBH,64.14090909,PuT-Aux
KTN,CBH,37.74587629,PuT-Aux
KBN,CBH,54.37540984,PuT-Aux
LEW,CBH,50.20998428,PuT-Aux
LHS,CBH,30.84401709,PuT-Aux
BFR,CBH,33.94423077,PuT-Aux
LBG,CBH,27.30945946,PuT-Aux
CST,CBH,30.03958333,PuT-Aux
CHX,CBH,37.67834467,PuT-Aux
EUS,CBH,32.46100629,PuT-Aux
FST,CBH,51.89042553,PuT-Aux
LOF,CBH,6.266666667,PuT-Aux
KGX,CBH,41.1952381,PuT-Aux
LST,CBH,35.7027027,PuT-Aux
MYB,CBH,40.07927928,PuT-Aux
PAD,CBH,33.82880952,PuT-Aux
STP,CBH,38.24148936,PuT-Aux
VIC,CBH,36.19747475,PuT-Aux
WAT,CBH,37.13190476,PuT-Aux
WAE,CBH,48.88333333,PuT-Aux
MOG,CBH,19.58963964,PuT-Aux
NXG,CBH,38.46578947,PuT-Aux
NWD,CBH,57.31666667,PuT-Aux
OLD,CBH,27.06317204,PuT-Aux
PMR,CBH,52.23846154,PuT-Aux
PNE,CBH,68.1875,PuT-Aux
PUT,CBH,63.89766355,PuT-Aux
QRP,CBH,50.35891473,PuT-Aux
REC,CBH,10.92777778,PuT-Aux
RMD,CBH,67.31666667,PuT-Aux
RIC,CBH,79.35714286,PuT-Aux
RMF,CBH,49.34414414,PuT-Aux
SVS,CBH,16.89444444,PuT-Aux
SPB,CBH,44.78397436,PuT-Aux
SLV,CBH,22.91388889,PuT-Aux
SOH,CBH,52.41057692,PuT-Aux
SRU,CBH,68.13888889,PuT-Aux
SBU,CBH,27.9,PuT-Aux
SMH,CBH,14.17777778,PuT-Aux
SKW,CBH,12.66111111,PuT-Aux
SRA,CBH,24.71888889,PuT-Aux
SFA,CBH,33.29088889,PuT-Aux
SYD,CBH,48.56025641,PuT-Aux
TEO,CBH,33.03333333,PuT-Aux
TOM,CBH,20.9536036,PuT-Aux
TUR,CBH,30.65,PuT-Aux
UPM,CBH,59.13333333,PuT-Aux
VXH,CBH,38.1546595,PuT-Aux
WWR,CBH,61.4952381,PuT-Aux
WNP,CBH,40.27536232,PuT-Aux
WFJ,CBH,68.35988701,PuT-Aux
WMB,CBH,59.47291667,PuT-Aux
WBP,CBH,56.95625,PuT-Aux
WCY,CBH,63.15,PuT-Aux
WEH,CBH,34.20742424,PuT-Aux
WHD,CBH,45.75169492,PuT-Aux
WHL,CBH,22.34722222,PuT-Aux
WIJ,CBH,48.08963964,PuT-Aux
WIM,CBH,62.17248062,PuT-Aux
WGR,CBH,42.66086957,PuT-Aux
WWA,CBH,49.41460905,PuT-Aux
AMR,CPK,65.29583333,PuT-Aux
ANY,CPK,100.8416667,PuT-Aux
BAL,CPK,77.525,PuT-Aux
BKG,CPK,97.08208333,PuT-Aux
BAK,CPK,63.57222222,PuT-Aux
BET,CPK,74.29099099,PuT-Aux
BRX,CPK,63.58819444,PuT-Aux
BCY,CPK,84.61184211,PuT-Aux
BCV,CPK,68.05720721,PuT-Aux
BSH,CPK,9.2,PuT-Aux
CBH,CPK,81.78505747,PuT-Aux
CFO,CPK,61.54689266,PuT-Aux
CHN,CPK,86.74550562,PuT-Aux
CLW,CPK,58.05789474,PuT-Aux
CTK,CPK,61.43645833,PuT-Aux
CLJ,CPK,53.90343137,PuT-Aux
CPT,CPK,77.91944444,PuT-Aux
CYP,CPK,79.37011494,PuT-Aux
DMK,CPK,76.29047619,PuT-Aux
EAL,CPK,57.9545045,PuT-Aux
EDR,CPK,74.25296804,PuT-Aux
EPH,CPK,63.28970588,PuT-Aux
ZFD,CPK,57.49732824,PuT-Aux
FPK,CPK,55.00143678,PuT-Aux
FOH,CPK,88.35061728,PuT-Aux
GFD,CPK,69.4495935,PuT-Aux
GNW,CPK,82.28877069,PuT-Aux
HKC,CPK,66.53108108,PuT-Aux
HRY,CPK,71.1375,PuT-Aux
HRW,CPK,12.51666667,PuT-Aux
HOH,CPK,34.99166667,PuT-Aux
HTE,CPK,7.766666667,PuT-Aux
HDL,CPK,9.766666667,PuT-Aux
HHY,CPK,55.06162791,PuT-Aux
HPA,CPK,87.98289474,PuT-Aux
IMW,CPK,47.58921569,PuT-Aux
KPA,CPK,41.69607843,PuT-Aux
KTN,CPK,54.72724359,PuT-Aux
KBN,CPK,35.07222222,PuT-Aux
LEW,CPK,84.39174407,PuT-Aux
LHS,CPK,66.92522124,PuT-Aux
BFR,CPK,71.28508772,PuT-Aux
LBG,CPK,61.53619958,PuT-Aux
CST,CPK,74.54977169,PuT-Aux
CHX,CPK,56.64710145,PuT-Aux
EUS,CPK,58.48936782,PuT-Aux
FST,CPK,99.4978355,PuT-Aux
LOF,CPK,80.0183908,PuT-Aux
KGX,CPK,65.12638889,PuT-Aux
LST,CPK,61.2633658,PuT-Aux
MYB,CPK,48.13888889,PuT-Aux
PAD,CPK,43.95555556,PuT-Aux
STP,CPK,65.19114219,PuT-Aux
VIC,CPK,56.79296636,PuT-Aux
WAT,CPK,58.8181592,PuT-Aux
WAE,CPK,72.36014493,PuT-Aux
MOG,CPK,60.4871732,PuT-Aux
NXG,CPK,82.29230769,PuT-Aux
NWD,CPK,86.38282828,PuT-Aux
OLD,CPK,55.57380952,PuT-Aux
PMR,CPK,79.21944444,PuT-Aux
PNE,CPK,88.64761905,PuT-Aux
PUT,CPK,65.10416667,PuT-Aux
QRP,CPK,80.66595745,PuT-Aux
REC,CPK,75.33397436,PuT-Aux
RMD,CPK,54.93888889,PuT-Aux
RIC,CPK,53.62083333,PuT-Aux
RMF,CPK,88.78888889,PuT-Aux
SVS,CPK,59.17586207,PuT-Aux
SPB,CPK,64.13055556,PuT-Aux
SLV,CPK,72.25296804,PuT-Aux
SOH,CPK,36.72222222,PuT-Aux
SRU,CPK,75.02589286,PuT-Aux
SBU,CPK,77.50350877,PuT-Aux
SMH,CPK,72.95632184,PuT-Aux
SKW,CPK,75.09055118,PuT-Aux
SRA,CPK,72.80291262,PuT-Aux
SFA,CPK,80.06,PuT-Aux
SYD,CPK,89.88153153,PuT-Aux
TEO,CPK,82.63684211,PuT-Aux
TOM,CPK,62.15029499,PuT-Aux
TUR,CPK,80.25350877,PuT-Aux
UPM,CPK,111.2,PuT-Aux
VXH,CPK,59.10632716,PuT-Aux
WWR,CPK,68.64569892,PuT-Aux
WNP,CPK,82.68461538,PuT-Aux
WFJ,CPK,13.26666667,PuT-Aux
WMB,CPK,20.67945736,PuT-Aux
WBP,CPK,44.91568627,PuT-Aux
WCY,CPK,88.16884058,PuT-Aux
WEH,CPK,81.42844203,PuT-Aux
WHD,CPK,49.25873016,PuT-Aux
WHL,CPK,71.68630137,PuT-Aux
WIJ,CPK,29.025,PuT-Aux
WIM,CPK,63.1647619,PuT-Aux
WGR,CPK,85.07692308,PuT-Aux
WWA,CPK,92.01917404,PuT-Aux
AMR,CFO,9.513131313,PuT-Aux
ANY,CFO,90.36666667,PuT-Aux
BAL,CFO,85.14951456,PuT-Aux
BKG,CFO,93.95694444,PuT-Aux
BAK,CFO,84.93971963,PuT-Aux
BET,CFO,78.08787879,PuT-Aux
BRX,CFO,72.07222222,PuT-Aux
BCY,CFO,77.65672515,PuT-Aux
BCV,CFO,93.5375,PuT-Aux
BSH,CFO,66.13461538,PuT-Aux
CBH,CFO,81.45213675,PuT-Aux
CPK,CFO,60.29115646,PuT-Aux
CHN,CFO,102.7012438,PuT-Aux
CLW,CFO,9.816959064,PuT-Aux
CTK,CFO,66.82091503,PuT-Aux
CLJ,CFO,87.21304348,PuT-Aux
CPT,CFO,89.11712538,PuT-Aux
CYP,CFO,95.81176471,PuT-Aux
DMK,CFO,87.80666667,PuT-Aux
EAL,CFO,79.64393939,PuT-Aux
EDR,CFO,99.54285714,PuT-Aux
EPH,CFO,69.61933962,PuT-Aux
ZFD,CFO,59.68030303,PuT-Aux
FPK,CFO,66.22083333,PuT-Aux
FOH,CFO,82.0362069,PuT-Aux
GFD,CFO,89.05,PuT-Aux
GNW,CFO,83.85583333,PuT-Aux
HKC,CFO,80.77876481,PuT-Aux
HRY,CFO,82.56751055,PuT-Aux
HRW,CFO,55.01206897,PuT-Aux
HOH,CFO,29.86607143,PuT-Aux
HTE,CFO,57.29115646,PuT-Aux
HDL,CFO,55.29115646,PuT-Aux
HHY,CFO,64.8191358,PuT-Aux
HPA,CFO,81.35672515,PuT-Aux
IMW,CFO,88.24423077,PuT-Aux
KPA,CFO,82.53039216,PuT-Aux
KTN,CFO,69.500625,PuT-Aux
KBN,CFO,77.19583333,PuT-Aux
LEW,CFO,88.34335512,PuT-Aux
LHS,CFO,84.87829457,PuT-Aux
BFR,CFO,74.30473485,PuT-Aux
LBG,CFO,63.56369048,PuT-Aux
CST,CFO,73.97246377,PuT-Aux
CHX,CFO,63.00328638,PuT-Aux
EUS,CFO,65.48035088,PuT-Aux
FST,CFO,90.18787879,PuT-Aux
LOF,CFO,83.375,PuT-Aux
KGX,CFO,85.78421053,PuT-Aux
LST,CFO,65.36969697,PuT-Aux
MYB,CFO,56.32011494,PuT-Aux
PAD,CFO,54.67644444,PuT-Aux
STP,CFO,67.55617284,PuT-Aux
VIC,CFO,64.98516484,PuT-Aux
WAT,CFO,62.74259259,PuT-Aux
WAE,CFO,79.40736434,PuT-Aux
MOG,CFO,64.38636364,PuT-Aux
NXG,CFO,75.08567251,PuT-Aux
NWD,CFO,89.84252874,PuT-Aux
OLD,CFO,67.51023392,PuT-Aux
PMR,CFO,84.9745098,PuT-Aux
PNE,CFO,96.89206349,PuT-Aux
PUT,CFO,88.43403756,PuT-Aux
QRP,CFO,80.23459119,PuT-Aux
REC,CFO,86.60740741,PuT-Aux
RMD,CFO,90.52342342,PuT-Aux
RIC,CFO,13.15151515,PuT-Aux
RMF,CFO,96.39082126,PuT-Aux
SVS,CFO,70.13396226,PuT-Aux
SPB,CFO,79.70131579,PuT-Aux
SLV,CFO,97.54285714,PuT-Aux
SOH,CFO,78.34583333,PuT-Aux
SRU,CFO,92.13333333,PuT-Aux
SBU,CFO,100.2478261,PuT-Aux
SMH,CFO,88.79393939,PuT-Aux
SKW,CFO,87.80740741,PuT-Aux
SRA,CFO,77.06931818,PuT-Aux
SFA,CFO,83.17610063,PuT-Aux
SYD,CFO,84.67011494,PuT-Aux
TEO,CFO,105.3811594,PuT-Aux
TOM,CFO,72.95648148,PuT-Aux
TUR,CFO,102.9978261,PuT-Aux
UPM,CFO,102.9524823,PuT-Aux
VXH,CFO,67.37037037,PuT-Aux
WWR,CFO,91.30789474,PuT-Aux
WNP,CFO,98.60294118,PuT-Aux
WFJ,CFO,70.71202186,PuT-Aux
WMB,CFO,57.04115646,PuT-Aux
WBP,CFO,78.22186147,PuT-Aux
WCY,CFO,96.91190476,PuT-Aux
WEH,CFO,75.94393939,PuT-Aux
WHD,CFO,46.31071429,PuT-Aux
WHL,CFO,97.78333333,PuT-Aux
WIJ,CFO,64.53809524,PuT-Aux
WIM,CFO,90.95757576,PuT-Aux
WGR,CFO,101.4163043,PuT-Aux
WWA,CFO,93.02212644,PuT-Aux
AMR,CHN,103.5141026,PuT-Aux
ANY,CHN,78.1462963,PuT-Aux
BAL,CHN,61.28278986,PuT-Aux
BKG,CHN,58.18125,PuT-Aux
BAK,CHN,64.96666667,PuT-Aux
BET,CHN,37.92837838,PuT-Aux
BRX,CHN,53.04262295,PuT-Aux
BCY,CHN,64.0956621,PuT-Aux
BCV,CHN,23.51111111,PuT-Aux
BSH,CHN,69.82142857,PuT-Aux
CBH,CHN,37.78333333,PuT-Aux
CPK,CHN,86.67531646,PuT-Aux
CFO,CHN,100.5932292,PuT-Aux
CLW,CHN,97.09322917,PuT-Aux
CTK,CHN,48.60846995,PuT-Aux
CLJ,CHN,70.07630522,PuT-Aux
CPT,CHN,36.37222222,PuT-Aux
CYP,CHN,78.73333333,PuT-Aux
DMK,CHN,65.92101449,PuT-Aux
EAL,CHN,63.19122807,PuT-Aux
